V1	VCF0009x	VCF0010x	VCF0011x	VCF0009y	VCF0009z	VCF0010z	VCF0011z	VCF0018a	VCF0050a	VCF0071c	VCF0102	VCF0104	VCF0106	VCF0108	VCF0112	VCF0113	VCF0114	VCF0118	VCF0127	VCF0128	VCF0130a	VCF0140	VCF0143	VCF0146	VCF0147	VCF0148a	VCF0149	VCF0156	VCF0157	VCF0209	VCF0210	VCF0211	VCF0212	VCF0218	VCF0223	VCF0224	VCF0227	VCF0228	VCF0232	VCF0233	VCF0253	VCF0290	VCF0291	VCF0303	VCF0305	VCF0310	VCF0346	VCF0349	VCF0358	VCF0359	VCF0360	VCF0361	VCF0370	VCF0371	VCF0372	VCF0373	VCF0374	VCF0380	VCF0386	VCF0392	VCF0412	VCF0413	VCF0414	VCF0415	VCF0424	VCF0425	VCF0426	VCF0427	VCF0428	VCF0450	VCF0475	VCF0481	VCF0487	VCF0493	VCF0501	VCF0502	VCF0503	VCF0504	VCF0605	VCF0606	VCF0609	VCF0613	VCF0624	VCF0648	VCF0649	VCF0656	VCF0703	VCF0704	VCF0719	VCF0721	VCF0723a	VCF0729	VCF0733	VCF0734	VCF0741	VCF0801	VCF0804	VCF0806	VCF0809	VCF0823	VCF0830	VCF0838	VCF0839	VCF0843	VCF0846	VCF0847	VCF0849	VCF0850	VCF0851	VCF0852	VCF0853	VCF0854	VCF0867	VCF0870	VCF0871	VCF0872	VCF0876	VCF0878	VCF0879a	VCF0880	VCF0881	VCF0886	VCF0887	VCF0888	VCF0890	VCF0894	VCF0903	VCF0905	VCF0991	VCF0992	VCF1011	VCF9005	VCF9009	VCF9013	VCF9016	VCF9017	VCF9018	VCF9021	VCF9022	VCF9023	VCF9027	VCF9028	VCF9029	VCF9030a	VCF9030b	VCF9030c	VCF9031	VCF9032	VCF9039	VCF9040	VCF9041	VCF9042	VCF9045	VCF9047	VCF9048	VCF9049	VCF9054	VCF9069	VCF9081	VCF9084	VCF9085	VCF9086	VCF9087	VCF9088	VCF9089	VCF9092	VCF9093	VCF9094	VCF9095	VCF9096	VCF9122	VCF9131	VCF9132	VCF9133	VCF9201	VCF9202	VCF9203	VCF9204	VCF9205	VCF9206	VCF9207	VCF9208	VCF9209	VCF9210	VCF9211	VCF9212	VCF9213	VCF9214	VCF9215	VCF9216	VCF9217	VCF9218	VCF9219	VCF9220	VCF9221	VCF9222	VCF9223	VCF9224	VCF9225	VCF9226	VCF9227	VCF9228	VCF9229	VCF9230	VCF9232	VCF9233	VCF9234	VCF9235	VCF9236	VCF9237	VCF9238	VCF9239	VCF9240	VCF9241	VCF9242	VCF9243	VCF9244	VCF9245	VCF9246	VCF9247	VCF9248	VCF9249	VCF9250	VCF9251	VCF9252	VCF9253	VCF9255	VCF9256	VCF9257	VCF9258	VCF9259	VCF9260	VCF9261	VCF9262	VCF9265	VCF9267	VCF9268	VCF9269	VCF9270	VCF9271	VCF9272	VCF9273	VCF9275	VCF9277	VCF9278	VCF9279	VCF9280	VCF9281	VCF9282
46	0.314	0.314	0.314	0	0.292	0.292	0.292	0	2	1	5	2	1	2	3	1	4	1	2	2	3	6	1	1	3	1	3	5	5	60	75	75	50	85	50	40	50	40	50	30	50	63	73	1	4	3	2	1	1	1	1	1	1	1	1	2	1	1	1	1	50	70	50	60	70	60	30	40	85	1	1	1	1	1	2	2	2	6	1	1	1	1	2	0	50	0	3	1	1	1	2	2	5	1	2	36	1	4	5	2	6	2	5	5	1	3	1	2	4	4	1	4	5	3	3	1	1	1	5	2	2	2	1	1	1	3	2	2	1	1	1	60	1	4	2	2	3	5	1	0	1	2	1	2	2	2	5	5	5	2	2	5	3	2	2	1	1	2	5	3	2	6	2	1	3	5	5	2	7	6	1	2	1	1	8	4	1	1	2	1	6	2	2	2	1	3	4	5	5	5	1	1	3	2	2	1	2	1	1	2	1	1	1	1	2	4	4	3	1	2	1	3	6	7	4	1	4	2	3	1	1	3	4	3	3	4	2	1	2	1	1	1	1	2	1	40	50	60	3	4	3	2	2	1	2	1	2	1	2
47	0.513	0.513	0.513	0	0.477	0.477	0.477	0	1	1	5	1	1	2	2	2	4	1	2	2	2	4	1	1	1	6	1	5	5	60	60	40	70	30	85	70	70	50	70	15	70	50	30	3	3	3	1	1	1	1	2	2	1	1	1	1	1	1	1	1	50	15	62	38	15	50	85	60	15	2	1	1	1	1	2	2	3	5	1	1	1	1	2	0	50	0	3	2	1	1	1	1	1	9	2	64	3	6	6	2	6	2	2	5	1	3	5	2	1	2	2	2	5	5	4	3	1	1	3	2	2	2	3	1	2	3	2	2	1	5	1	70	5	1	4	1	4	1	1	0	2	2	1	1	1	1	5	1	2	2	2	5	1	3	1	1	1	2	4	2	1	7	3	2	5	5	6	3	5	6	2	1	2	1	5	9	1	2	3	3	1	9	4	5	4	5	2	3	3	2	2	2	3	3	3	2	3	1	3	4	1	2	2	1	2	4	4	2	1	1	2	1	8	2	8	2	4	3	3	3	1	3	5	3	4	5	2	1	1	1	1	2	1	2	2	70	40	85	3	5	2	2	2	3	2	1	1	1	1
48	0.665	0.665	0.665	0	0.618	0.618	0.618	0	2	1	3	2	1	2	3	1	4	1	2	4	5	6	1	1	1	6	1	5	5	50	50	70	30	70	85	15	50	15	50	50	85	43	78	1	4	2	2	1	2	2	1	1	1	2	2	2	1	5	5	1	50	85	50	50	85	50	15	50	97	1	1	1	5	1	2	2	2	7	2	2	2	2	3	100	100	75	3	1	1	1	2	1	2	1	2	29	1	2	4	2	3	4	4	3	2	5	1	3	5	2	4	1	5	1	1	1	1	1	3	1	1	1	2	2	1	2	2	2	5	5	1	60	1	2	5	5	2	5	1	0	1	2	3	2	2	2	5	1	2	4	5	2	3	1	1	2	2	4	4	2	2	6	3	1	6	6	6	1	6	6	2	2	1	2	9	1	1	1	1	1	8	1	1	1	1	3	4	5	5	1	1	1	1	1	1	1	4	1	1	2	1	1	3	1	3	7	4	2	2	4	1	2	2	1	10	2	2	1	1	3	1	1	5	5	5	4	2	2	2	2	3	2	1	2	2	50	50	50	3	3	3	2	3	1	2	1	2	1	1
51	0.365	0.365	0.365	0	0.34	0.34	0.34	1	2	2	5	1	3	1	1	2	1	2	2	2	4	6	1	1	3	4	1	0	0	40	30	50	50	85	85	15	50	30	50	60	50	50	85	1	4	1	2	1	2	2	1	1	1	1	2	2	1	5	5	1	43	93	58	23	85	30	0	85	97	1	1	5	5	1	2	1	1	4	1	1	1	1	1	0	0	0	3	1	1	1	2	2	1	1	2	49	2	4	4	1	2	3	5	4	1	3	5	1	2	1	1	1	5	3	3	3	1	1	5	2	1	1	1	1	1	2	1	2	5	5	1	50	1	1	5	5	1	1	1	0	1	1	1	2	2	2	5	0	1	1	1	4	3	1	1	1	1	5	4	2	4	6	3	4	7	7	7	1	7	1	1	2	1	2	5	0	1	1	1	1	5	0	2	2	2	4	5	5	5	5	1	1	1	1	2	2	4	2	2	3	1	1	1	1	3	6	3	1	2	4	1	1	9	1	7	2	1	2	3	1	3	3	5	1	4	5	2	2	2	2	2	1	1	2	1	40	40	40	3	5	3	4	3	1	1	1	2	1	2
52	0.66	0.66	0.66	0	0.614	0.614	0.614	0	2	1	4	2	1	2	1	2	3	1	1	1	0	6	1	1	2	3	3	5	5	40	70	70	60	70	85	15	85	50	50	70	85	43	78	1	4	3	2	1	2	2	1	1	1	1	2	2	1	5	5	1	43	93	65	55	85	70	0	60	85	1	1	1	5	1	2	2	2	7	2	1	3	3	2	50	50	50	3	1	1	1	1	2	7	1	2	44	1	4	5	2	2	3	5	4	1	3	1	2	3	5	5	4	1	1	2	3	1	1	3	1	1	1	1	1	1	2	1	2	1	5	1	50	1	1	4	5	2	1	5	0	1	1	3	2	2	2	5	1	2	5	5	3	3	1	1	1	2	2	4	3	4	5	5	2	6	7	5	2	7	7	1	1	1	2	8	2	1	1	1	2	8	2	1	1	1	2	5	4	5	5	1	1	3	1	2	1	4	1	1	2	1	1	2	1	3	6	3	1	2	5	1	1	3	2	9	1	2	2	2	2	2	2	4	3	2	3	1	1	1	2	4	2	1	2	2	70	50	70	4	4	4	4	3	1	1	1	1	1	2
54	0.535	0.535	0.535	0	0.497	0.497	0.497	0	3	1	6	1	2	2	3	1	1	3	2	1	2	5	1	1	5	4	1	0	0	70	85	85	70	85	97	30	97	50	85	85	97	58	78	1	4	3	1	1	1	1	1	1	1	1	1	1	1	5	5	1	35	85	60	60	70	70	0	50	97	1	1	5	5	1	2	2	3	6	1	1	3	3	2	50	50	0	3	1	1	1	2	1	2	1	2	41	2	3	4	2	3	4	5	4	1	2	1	2	2	2	2	2	1	3	3	3	1	1	3	2	2	1	1	1	1	3	1	2	1	5	1	70	2	1	5	2	1	1	5	0	1	2	1	2	2	2	5	1	1	2	2	1	3	1	1	1	2	1	4	3	2	5	4	3	6	6	6	2	6	6	1	2	1	2	8	5	1	1	2	2	7	4	2	2	2	3	3	3	3	3	1	1	2	2	2	1	3	1	1	2	1	1	2	1	2	4	4	1	1	1	1	1	4	3	8	1	3	2	3	3	1	1	3	3	4	3	2	2	1	1	2	1	1	2	1	85	70	100	3	3	5	4	3	1	2	1	1	1	1
55	1.357	1.357	1.357	0	1.263	1.263	1.263	0	2	1	7	2	2	2	3	1	2	2	2	1	2	5	1	2	3	1	2	0	0	85	85	50	50	85	85	40	50	85	50	50	50	63	73	1	4	3	1	1	1	1	1	1	1	1	2	2	1	1	5	1	43	93	68	79	85	97	0	50	97	1	1	1	5	5	2	1	5	4	1	1	1	1	3	0	100	0	3	1	1	1	1	2	0	1	2	49	1	2	1	2	4	2	7	6	1	3	1	1	1	2	2	2	5	1	2	5	1	5	3	3	2	1	1	1	1	1	2	2	1	5	1	70	2	2	2	2	2	5	1	0	1	2	3	2	2	2	5	1	2	2	2	2	3	1	1	1	2	1	6	6	7	6	1	1	3	3	6	4	7	6	2	2	1	2	8	6	1	1	1	3	8	5	2	1	2	2	5	5	5	5	1	1	2	2	2	2	2	2	2	3	1	2	2	1	3	6	2	1	2	5	1	1	6	8	7	1	4	3	3	1	3	3	3	4	3	3	2	2	2	2	1	2	1	2	2	50	70	100	1	4	4	4	2	1	1	1	2	1	1
62	0.443	0.443	0.443	0	0.413	0.413	0.413	1	3	2	4	2	3	1	4	2	2	2	2	4	4	2	5	2	3	3	3	0	0	50	50	50	50	60	50	50	50	15	50	50	50	55	55	1	3	1	2	1	2	2	1	1	1	2	2	2	1	5	5	1	43	93	79	56	85	85	0	70	97	1	1	5	5	5	2	1	4	1	1	1	1	1	1	0	0	0	3	1	1	1	1	2	2	1	2	49	1	1	2	1	3	2	3	2	2	5	5	1	3	3	2	2	1	3	3	3	1	1	3	2	2	2	1	2	3	3	2	2	1	5	1	50	4	1	2	2	2	5	1	0	1	1	1	2	2	2	5	5	2	2	2	4	3	3	3	2	1	2	4	4	4	4	3	4	6	7	7	1	5	1	1	2	2	2	8	2	2	2	1	1	10	0	4	2	2	4	5	5	4	5	1	2	2	1	2	2	4	2	1	2	1	2	2	1	3	7	3	4	2	5	1	1	10	8	0	1	4	1	3	1	3	3	4	5	2	5	3	2	2	2	4	2	2	2	2	40	50	50	4	7	1	3	3	1	2	1	1	1	1
63	0.543	0.543	0.543	0	0.505	0.505	0.505	0	2	1	6	2	2	2	3	1	3	3	1	1	0	6	1	1	5	1	3	1	5	15	50	70	60	85	85	15	50	60	0	60	60	50	85	1	4	2	2	1	1	2	1	1	1	1	2	2	1	5	5	1	50	85	50	60	85	60	15	40	97	1	1	5	5	1	1	2	2	6	2	1	1	1	2	0	50	50	3	1	1	1	2	2	7	1	2	44	3	6	2	1	4	4	6	6	1	1	1	2	2	2	1	2	5	1	2	3	1	1	5	1	2	1	1	1	1	1	1	2	1	5	1	85	1	2	5	1	1	5	5	0	1	2	3	1	1	2	1	3	2	4	4	2	5	1	1	1	2	1	6	3	4	6	3	2	5	7	3	3	6	7	1	2	1	2	8	7	1	2	1	1	7	5	2	2	1	3	3	4	5	3	1	1	3	1	1	2	3	2	1	2	1	1	2	1	3	7	3	2	2	5	1	3	7	8	6	1	4	2	3	1	3	3	4	4	4	5	2	1	1	1	2	1	1	2	1	50	50	70	4	4	1	1	3	1	2	1	2	1	2
64	1.597	1.597	1.597	0	1.486	1.486	1.486	0	3	2	5	1	3	2	3	2	4	1	2	1	2	5	1	1	1	4	1	5	5	60	70	40	30	70	85	15	85	15	50	50	70	43	78	1	4	3	1	1	2	2	1	1	1	1	2	2	1	5	5	1	43	93	38	73	85	60	0	15	70	1	1	5	5	1	2	2	2	6	1	1	1	2	3	50	100	0	3	1	1	1	2	2	5	1	2	44	2	2	4	2	5	3	5	6	1	2	1	1	3	4	2	4	5	1	2	1	1	5	3	3	1	1	1	1	1	1	2	2	1	5	1	70	1	1	3	3	4	1	1	0	1	1	3	2	2	2	5	5	4	1	2	5	1	1	1	1	1	1	4	5	1	4	4	2	3	7	7	1	7	7	2	2	1	1	8	3	1	1	1	2	8	1	1	3	1	2	5	5	5	5	1	1	2	1	3	1	4	1	2	3	1	1	2	2	3	6	3	1	1	1	2	2	4	6	9	1	2	1	1	3	1	3	5	3	4	4	2	1	1	2	1	1	1	2	1	50	70	70	1	4	1	1	2	1	1	1	2	1	1
65	0.239	0.239	0.239	0	0.223	0.223	0.223	0	2	2	3	2	3	1	4	2	1	1	2	4	5	6	5	2	3	1	4	5	5	30	70	97	30	70	97	40	97	50	97	97	97	55	65	1	2	3	1	1	2	1	1	1	1	1	2	2	1	1	5	1	38	73	50	50	60	50	15	50	85	1	5	5	5	1	2	2	3	7	1	1	1	2	2	50	50	0	3	1	1	2	2	1	2	1	2	15	1	2	3	2	3	4	6	5	2	5	1	3	5	2	2	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	2	1	5	1	40	2	1	5	2	1	5	5	0	1	1	3	2	2	2	5	1	1	2	4	1	1	1	2	1	1	1	6	4	3	5	4	4	7	4	3	4	5	6	1	1	1	1	7	3	1	1	2	2	7	0	2	3	2	4	5	5	5	4	1	1	2	1	2	2	4	2	3	5	1	1	3	1	3	6	4	1	2	5	1	2	10	10	0	2	2	1	3	3	1	3	5	3	2	4	3	2	2	2	2	2	1	2	1	100	50	50	5	5	2	3	3	1	2	1	1	1	1
68	0.334	0.334	0.334	0	0.311	0.311	0.311	0	1	2	4	2	1	2	3	1	4	1	2	1	3	5	1	1	1	4	1	5	5	15	50	30	85	30	50	60	50	70	70	0	30	45	35	3	2	3	1	2	1	1	2	2	1	2	1	1	5	1	1	1	4	46	60	40	0	50	8	70	15	2	5	1	5	5	2	2	2	4	1	1	1	1	1	0	0	0	3	2	1	1	1	2	7	9	2	76	3	7	7	2	6	4	1	5	1	3	3	1	2	4	2	1	5	5	4	3	1	1	5	3	2	2	2	1	2	3	2	2	1	5	2	40	5	1	3	4	1	5	1	0	5	2	3	2	2	2	1	0	4	3	4	3	1	3	1	2	1	1	2	1	1	7	2	1	6	6	5	2	6	4	1	1	2	1	6	8	1	2	2	2	2	8	3	5	2	5	2	1	2	1	2	2	3	3	3	2	3	2	3	4	2	3	2	1	3	7	4	3	2	5	2	3	7	0	10	1	3	3	3	1	3	3	2	3	4	4	1	2	1	1	2	2	1	2	1	50	50	100	4	4	2	2	2	1	1	1	1	1	1
69	0.613	0.613	0.613	0	0.571	0.571	0.571	0	3	2	3	1	1	2	2	2	3	1	2	2	5	5	1	2	1	1	4	5	5	30	60	60	85	30	97	15	90	60	85	60	85	23	58	1	2	3	1	1	1	1	1	2	2	1	2	2	1	1	5	1	48	78	30	80	75	60	20	0	70	1	1	1	1	1	2	2	2	6	2	2	3	3	3	50	100	75	3	1	2	2	3	2	2	1	2	61	1	2	3	2	2	4	3	4	1	1	1	3	5	2	1	2	1	1	2	3	1	1	3	2	1	1	2	3	1	2	2	2	5	1	2	70	2	4	3	3	2	1	1	0	5	1	1	1	1	2	5	3	2	5	5	2	3	1	1	3	1	5	5	5	1	5	4	2	7	7	6	1	7	5	2	1	1	1	5	5	2	7	2	2	6	4	1	4	2	5	3	5	5	5	1	2	2	1	3	1	4	2	1	2	1	1	3	1	3	7	4	2	2	4	1	3	5	3	8	2	3	3	1	3	1	3	5	3	4	4	2	1	1	1	3	1	1	1	1	85	50	70	7	4	1	2	3	1	2	1	1	2	1
71	1.107	1.107	1.107	0	1.03	1.03	1.03	0	3	1	7	2	2	2	3	2	1	3	2	1	2	3	1	2	7	4	2	0	0	40	70	0	73	97	97	0	60	85	70	50	30	49	99	1	3	2	1	1	1	1	1	1	1	1	2	2	1	5	5	1	43	93	23	28	85	0	0	50	95	1	1	5	5	1	2	1	4	7	1	1	1	1	2	0	50	0	3	1	1	1	1	2	3	1	2	86	2	4	5	1	5	2	6	5	1	2	3	3	3	2	1	2	5	1	2	3	5	1	3	1	1	1	1	1	1	3	1	1	1	1	1	85	5	1	1	2	1	1	5	0	1	1	3	2	2	2	5	0	1	1	1	1	5	1	1	1	2	1	6	3	4	6	3	3	7	6	6	7	7	7	2	2	2	2	9	9	1	1	1	3	9	1	1	3	1	1	5	5	4	5	1	1	1	2	4	2	4	2	1	2	3	4	2	2	2	4	1	2	2	5	1	3	8	10	2	1	3	3	3	1	3	3	3	3	3	3	3	2	2	2	4	2	1	2	1	70	30	85	1	5	3	5	3	3	2	1	2	1	1
73	2.044	2.044	2.044	0	1.904	1.904	1.904	0	2	2	5	1	1	2	2	2	2	2	1	1	3	3	1	1	1	1	3	0	0	30	70	60	60	70	70	50	30	50	30	50	40	60	60	1	4	3	2	1	2	2	1	1	1	1	2	2	1	1	5	1	30	80	8	83	60	40	0	30	70	1	1	1	5	1	2	2	3	1	1	1	3	2	1	75	0	0	3	1	1	1	2	2	7	1	2	49	2	2	5	1	4	4	5	4	1	2	1	2	1	2	1	2	5	5	5	5	5	5	3	3	3	1	1	1	1	2	2	2	1	5	1	70	2	1	1	3	1	5	5	0	1	2	3	2	2	2	5	1	2	3	2	5	3	1	1	1	1	2	4	4	4	5	4	3	3	7	6	3	7	1	2	2	2	1	9	4	1	1	1	1	5	0	3	3	2	3	5	5	4	5	2	1	1	3	2	2	1	2	1	2	1	1	1	1	3	7	3	1	1	1	2	2	3	0	10	1	3	3	3	1	3	3	3	2	1	5	4	2	2	2	2	1	1	2	1	70	40	70	7	3	3	6	3	1	1	1	1	1	1
74	0.333	0.333	0.333	0	0.311	0.311	0.311	0	2	2	6	2	3	1	4	2	3	3	2	2	3	6	5	2	2	4	1	0	0	60	97	10	60	85	60	0	50	30	97	80	80	43	93	1	4	3	1	2	2	2	1	1	1	1	2	2	1	1	5	1	38	73	28	63	60	40	15	15	60	2	1	1	5	5	1	2	4	7	1	2	1	1	2	0	50	25	3	1	1	1	2	2	7	1	2	74	3	1	1	2	1	3	1	1	1	3	3	2	1	3	1	1	1	5	4	3	1	1	1	2	1	1	1	1	1	1	1	2	5	5	1	70	5	1	3	1	1	1	1	0	1	1	3	2	2	2	5	0	1	2	1	1	3	1	2	1	1	4	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	8	8	2	2	2	3	8	0	1	2	2	3	5	5	5	5	2	2	2	2	2	2	4	2	3	5	1	1	2	1	3	6	4	1	2	4	1	1	8	10	8	1	3	2	3	1	3	3	5	2	5	5	3	1	2	2	1	1	1	2	1	30	100	50	7	7	1	1	3	2	2	1	1	1	2
75	0.421	0.421	0.421	0	0.392	0.392	0.392	0	1	1	5	1	2	2	1	2	4	1	2	2	4	6	1	2	3	1	6	5	5	60	60	60	30	40	70	30	85	30	85	70	60	35	55	1	2	3	2	1	1	1	1	1	1	1	2	2	1	1	5	1	25	75	9	41	50	0	0	15	60	1	1	1	1	1	2	2	3	6	1	1	1	2	2	50	50	0	3	1	1	1	1	2	2	1	2	34	2	4	5	2	4	4	5	3	2	5	1	3	5	1	5	1	5	1	2	1	1	1	5	2	2	2	1	1	1	2	2	2	5	5	1	40	2	3	5	5	1	5	5	0	1	1	3	2	2	2	5	5	1	5	5	4	3	1	1	2	2	4	5	3	4	6	5	2	7	6	6	2	6	6	1	1	2	2	6	3	2	2	2	2	6	2	3	4	2	5	5	5	5	5	1	2	1	1	1	2	3	1	1	1	1	1	1	2	1	3	4	2	2	5	1	2	4	3	8	2	2	3	1	3	1	1	5	3	4	4	2	2	2	2	2	1	1	2	2	70	60	60	2	2	2	2	3	1	2	1	1	1	2
77	0.64	0.64	0.64	0	0.596	0.596	0.596	0	1	1	6	1	1	2	2	2	3	3	2	1	2	6	1	1	1	4	1	5	5	30	30	70	50	60	70	30	85	15	85	60	60	45	65	1	2	3	1	1	1	2	1	1	1	1	1	2	1	1	1	1	20	70	50	50	40	50	0	50	60	1	1	1	5	1	2	2	2	6	1	1	1	2	2	50	50	0	3	1	1	1	1	2	4	1	2	39	1	2	4	2	3	3	5	5	1	3	1	2	4	1	2	2	5	1	2	3	1	1	3	2	3	2	1	1	1	2	2	2	5	5	1	60	2	1	3	2	2	1	5	0	1	1	1	1	1	1	5	5	4	2	2	3	1	1	1	1	1	5	4	3	4	7	2	2	6	7	7	2	7	7	2	2	2	2	4	3	2	1	2	1	4	2	3	2	1	3	3	5	4	4	1	2	2	1	4	2	2	1	1	2	1	1	2	1	2	4	4	2	1	2	1	3	3	2	8	2	2	1	1	1	1	3	5	3	3	4	3	1	1	2	2	1	1	2	1	60	50	100	4	4	3	3	3	1	1	1	1	1	1
78	1.34	1.34	1.34	0	1.248	1.248	1.248	0	2	1	3	1	1	2	1	2	4	1	1	2	3	6	1	1	1	4	1	5	5	40	70	60	60	15	85	15	85	40	85	40	40	15	50	3	2	3	1	2	1	1	2	2	2	1	1	1	5	1	1	1	30	20	50	40	0	40	60	60	0	2	5	1	5	1	1	2	3	5	1	1	1	1	1	0	0	0	3	2	1	1	2	2	7	9	2	49	3	5	4	1	5	2	3	4	1	1	5	2	2	4	1	2	5	5	4	5	1	1	5	2	3	2	1	1	2	3	2	2	1	5	1	70	5	2	2	2	2	1	1	0	2	2	1	2	2	2	5	1	4	2	4	2	1	2	2	2	1	2	3	1	1	7	1	5	5	4	5	3	4	4	2	1	2	1	0	2	2	7	2	2	0	4	5	5	4	5	2	3	3	3	2	2	3	3	4	2	1	1	3	4	1	1	1	1	2	4	4	2	1	2	1	2	5	4	6	2	2	3	3	3	1	3	2	2	4	2	2	1	2	2	2	1	1	2	1	70	70	85	4	4	4	4	3	1	2	1	1	1	1
79	0.87	0.87	0.87	0	0.818	0.818	0.818	0	3	1	7	2	1	2	4	2	3	4	2	1	0	3	1	1	5	4	1	0	0	85	50	40	70	50	50	97	97	50	50	50	60	74	27	3	4	3	1	1	1	1	2	1	2	1	1	1	5	1	1	5	50	15	68	33	15	50	85	85	15	2	5	1	1	5	2	2	1	6	1	1	1	3	2	25	50	0	3	2	2	1	3	2	7	9	2	64	3	7	5	1	5	1	6	7	1	2	5	1	1	2	1	1	1	5	4	1	1	1	5	2	2	1	1	1	1	1	2	1	1	1	1	85	5	2	2	2	2	1	1	0	2	1	1	1	1	2	5	0	4	1	2	2	1	1	1	1	1	1	2	2	1	2	2	1	7	5	7	7	6	6	1	1	2	2	0	10	1	2	3	2	2	10	3	5	4	5	2	2	2	2	2	2	3	3	3	2	2	1	3	4	1	2	1	1	1	2	4	2	1	1	1	2	7	0	10	2	4	3	3	1	3	3	5	3	2	5	2	1	1	1	2	1	1	2	1	50	100	100	2	1	1	1	2	3	2	1	2	1	2
81	0.392	0.392	0.392	0	0.368	0.368	0.368	0	3	2	2	1	1	2	4	2	4	1	2	1	1	5	1	2	1	6	1	5	5	50	50	97	40	95	50	10	50	50	85	50	50	53	93	1	4	3	2	1	2	2	1	1	1	2	2	2	1	5	5	1	45	95	35	85	90	69	0	50	97	1	1	1	5	1	2	2	2	7	1	2	2	1	2	50	50	25	3	1	1	1	2	2	2	1	2	20	1	1	3	2	2	4	6	4	1	2	1	1	5	5	3	1	5	1	1	1	1	1	5	1	1	1	1	2	1	2	2	2	1	5	1	50	1	4	4	5	4	1	1	0	1	2	1	1	1	2	5	3	2	3	3	2	3	1	1	2	1	2	4	3	3	5	3	3	7	5	7	1	7	6	1	2	1	2	10	2	1	1	1	2	10	2	1	2	1	2	4	5	3	4	1	1	2	1	2	1	4	1	1	2	1	2	3	1	3	5	4	1	1	1	1	3	1	1	10	1	2	1	1	3	1	3	5	3	4	5	2	1	2	2	1	2	1	2	1	50	85	100	1	1	1	1	3	3	2	1	1	2	1
82	1.231	1.231	1.231	0	1.149	1.149	1.149	0	2	2	1	2	3	2	3	1	3	5	2	1	0	6	1	1	1	3	3	0	0	30	60	40	50	40	50	40	50	50	50	40	40	40	50	3	2	3	1	1	1	1	2	1	1	1	1	1	5	1	1	1	20	30	24	27	0	0	40	40	40	2	1	1	1	1	2	2	2	6	1	1	1	1	2	0	50	0	3	2	1	1	1	2	1	9	2	54	3	5	6	1	5	1	3	6	1	3	5	2	2	5	1	4	5	5	4	3	1	5	3	1	1	3	3	1	1	3	1	1	1	1	1	40	4	1	4	3	1	5	5	0	2	2	3	2	2	2	5	3	4	2	3	4	1	3	1	1	1	1	3	3	4	5	3	2	5	6	4	2	7	6	2	1	1	1	4	7	2	2	3	2	2	6	5	4	2	5	3	4	3	4	2	1	3	3	3	2	3	2	2	3	1	2	3	1	1	1	4	2	1	2	2	2	6	2	8	1	4	2	3	1	1	3	3	3	3	5	2	1	2	2	4	1	1	2	2	50	50	85	4	4	4	4	2	1	2	1	1	1	1
85	0.514	0.514	0.514	0	0.479	0.479	0.479	0	2	1	2	2	1	2	2	2	4	4	2	1	1	5	1	1	1	4	1	0	0	40	70	40	85	30	70	70	70	60	60	15	40	50	30	3	3	1	1	1	1	1	2	2	1	2	1	1	5	1	1	5	43	23	40	40	15	30	70	50	40	2	5	1	1	5	2	2	1	7	1	1	1	1	2	0	50	0	3	2	1	1	1	2	0	9	2	71	3	6	4	2	6	2	4	4	1	3	5	2	2	2	1	2	5	5	4	3	1	1	3	2	2	2	2	1	1	3	2	2	1	1	1	70	4	2	2	1	3	5	1	0	2	1	3	2	2	2	5	0	4	1	3	3	3	1	2	1	1	2	5	3	2	5	2	1	3	6	6	3	6	7	2	1	1	2	4	8	1	2	2	2	2	7	3	4	4	5	3	3	3	4	2	2	3	3	2	2	1	1	2	3	1	2	2	2	2	4	4	2	1	1	2	2	7	0	10	2	2	2	3	1	3	3	2	4	2	3	2	1	2	2	4	2	1	2	2	85	70	100	2	5	3	3	2	3	2	1	2	1	1
86	0.609	0.609	0.609	0	0.567	0.567	0.567	0	3	2	3	2	1	2	3	1	4	1	2	4	5	6	1	1	1	6	2	5	5	40	60	70	30	85	60	15	85	40	70	60	70	50	85	1	4	3	2	1	2	2	1	1	1	1	2	2	1	1	5	1	43	93	50	50	85	50	0	50	85	1	1	5	5	1	2	2	2	6	2	2	1	2	3	50	100	75	3	1	1	1	2	1	3	1	2	29	1	4	5	2	3	4	5	5	2	5	1	3	5	1	5	1	5	1	2	3	1	1	3	1	1	2	1	2	1	2	1	2	1	1	1	60	1	2	4	4	2	5	1	0	1	1	1	2	2	2	5	0	4	4	4	4	3	1	2	2	2	2	5	2	2	6	3	3	4	7	6	1	7	7	2	2	1	2	9	2	1	1	1	1	9	1	2	2	2	2	5	5	5	5	1	1	1	1	2	1	3	1	1	2	1	1	2	1	3	5	4	2	2	5	1	3	3	1	9	2	2	1	3	3	3	1	5	3	4	4	2	1	1	1	2	1	1	2	2	60	40	50	3	3	3	3	3	1	2	1	2	1	1
