"","VCF0006","VCF0006a","VCF0009x","VCF0010x","VCF0011x","VCF0009y","VCF0009z","VCF0010z","VCF0011z","VCF0017","VCF0018a","VCF0018b","VCF0050a","VCF0050b","VCF0070a","VCF0070b","VCF0071c","VCF0071d","VCF0072a","VCF0072b","VCF0101","VCF0102","VCF0103","VCF0104","VCF0105a","VCF0105b","VCF0106","VCF0107","VCF0108","VCF0110","VCF0112","VCF0113","VCF0114","VCF0116","VCF0118","VCF0127","VCF0127a","VCF0127b","VCF0128","VCF0130","VCF0130a","VCF0140","VCF0140a","VCF0143","VCF0146","VCF0147","VCF0148","VCF0148a","VCF0149","VCF0150","VCF0152","VCF0156","VCF0157","VCF0205","VCF0206","VCF0207","VCF0209","VCF0210","VCF0211","VCF0212","VCF0214","VCF0217","VCF0218","VCF0223","VCF0224","VCF0227","VCF0228","VCF0232","VCF0233","VCF0234","VCF0253","VCF0290","VCF0291","VCF0301","VCF0302","VCF0303","VCF0305","VCF0310","VCF0346","VCF0349","VCF0358","VCF0359","VCF0360","VCF0361","VCF0370","VCF0371","VCF0372","VCF0373","VCF0374","VCF0380","VCF0386","VCF0392","VCF0412","VCF0413","VCF0414","VCF0415","VCF0424","VCF0425","VCF0426","VCF0427","VCF0428","VCF0447","VCF0450","VCF0451","VCF0471","VCF0475","VCF0481","VCF0487","VCF0493","VCF0501","VCF0502","VCF0502a","VCF0503","VCF0504","VCF0605","VCF0606","VCF0609","VCF0613","VCF0624","VCF0648","VCF0649","VCF0656","VCF0700","VCF0702","VCF0703","VCF0704","VCF0704a","VCF0705","VCF0706","VCF0707","VCF0708","VCF0709","VCF0710","VCF0712","VCF0713","VCF0714","VCF0717","VCF0718","VCF0719","VCF0720","VCF0721","VCF0723","VCF0723a","VCF0729","VCF0731","VCF0733","VCF0734","VCF0736","VCF0740","VCF0741","VCF0742","VCF0801","VCF0803","VCF0804","VCF0806","VCF0809","VCF0823","VCF0824","VCF0830","VCF0838","VCF0839","VCF0843","VCF0846","VCF0847","VCF0849","VCF0850","VCF0851","VCF0852","VCF0853","VCF0854","VCF0867","VCF0867a","VCF0870","VCF0871","VCF0872","VCF0876","VCF0876a","VCF0878","VCF0879","VCF0879a","VCF0880","VCF0880a","VCF0881","VCF0886","VCF0887","VCF0888","VCF0890","VCF0894","VCF0900","VCF0900b","VCF0900c","VCF0901a","VCF0901b","VCF0902","VCF0903","VCF0904","VCF0905","VCF0991","VCF0992","VCF1004","VCF1005","VCF1011","VCF1012","VCF1013","VCF1014","VCF1015","VCF1016","VCF9005","VCF9009","VCF9013","VCF9016","VCF9017","VCF9018","VCF9021","VCF9022","VCF9023","VCF9025","VCF9027","VCF9028","VCF9029","VCF9030","VCF9030a","VCF9030b","VCF9030c","VCF9031","VCF9032","VCF9039","VCF9040","VCF9041","VCF9042","VCF9045","VCF9047","VCF9048","VCF9049","VCF9054","VCF9055","VCF9056","VCF9057","VCF9058","VCF9059","VCF9060","VCF9069","VCF9081","VCF9084","VCF9085","VCF9086","VCF9087","VCF9088","VCF9089","VCF9092","VCF9093","VCF9094","VCF9095","VCF9096","VCF9122","VCF9123","VCF9124","VCF9131","VCF9132","VCF9133","VCF9201","VCF9202","VCF9203","VCF9204","VCF9205","VCF9206","VCF9207","VCF9208","VCF9209","VCF9210","VCF9211","VCF9212","VCF9213","VCF9214","VCF9215","VCF9216","VCF9217","VCF9218","VCF9219","VCF9220","VCF9221","VCF9222","VCF9223","VCF9224","VCF9225","VCF9226","VCF9227","VCF9228","VCF9229","VCF9230","VCF9231","VCF9232","VCF9233","VCF9234","VCF9235","VCF9236","VCF9237","VCF9238","VCF9239","VCF9240","VCF9241","VCF9242","VCF9243","VCF9244","VCF9245","VCF9246","VCF9247","VCF9248","VCF9249","VCF9250","VCF9251","VCF9252","VCF9253","VCF9255","VCF9256","VCF9257","VCF9258","VCF9259","VCF9260","VCF9261","VCF9262","VCF9263","VCF9264","VCF9265","VCF9266","VCF9267","VCF9268","VCF9269","VCF9270","VCF9271","VCF9272","VCF9273","VCF9275","VCF9277","VCF9278","VCF9279","VCF9280","VCF9281","VCF9282"
"55687",13,20160013,0.985,0.985,0.985,0,0.919,0.919,0.919,0,0,0,2,1,2,2,1,1,1,1,30,2,2,1,5,3,3,3,1,4,1,2,4,1,1,1,11,1,1,5,5,6,6,5,2,7,9,9,1,10,249,5,5,70,97,97,50,70,70,70,50,97,40,97,70,97,40,50,85,40,50,55,35,5,4,3,2,3,1,1,1,2,1,2,1,2,2,2,1,1,1,1,35,55,50,50,40,50,30,50,60,60,1,2,40,1,1,1,1,2,2,2,1,5,1,2,2,2,3,100,100,25,1,2,3,0,0,3,4,2,2,0,0,4,9,2,2,1,1,1,1,2,2,2,1,7,5,5,2,2,2,49,5,3,1,3,1,1,2,4,4,2,1,1,1,2,4,2,2,1,1,2,3,3,3,1,1,1,3,3,1,1,1,2,1,1,1,2,5,905,"CT05",9,"CT",55,2,0,2,1,5,9,9,1,9,2,5,56,7,60,1,2,4,4,1,1,5,0,0,0,1,1,7,2,2,2,5,5,2,4,4,2,3,3,1,2,1,12,50,70,50,70,40,2,6,3,2,6,2,2,6,3,3,6,7,5,2,5,3,1,1,1,7,6,1,7,3,1,3,3,2,3,2,5,4,3,5,5,2,1,2,1,3,1,4,1,1,2,1,1,3,1,-9,3,7,4,2,2,4,3,3,6,4,6,2,4,3,3,1,1,1,3,3,4,3,2,1,1,1,2,1,1,2,-9,-9,2,1,70,85,70,4,4,5,5,3,1,2,1,1,1,1
"55688",14,20160014,1.25,1.25,1.25,0,1.166,1.166,1.166,0,0,0,1,1,1,1,1,1,1,1,67,6,4,1,1,1,1,7,2,3,2,2,3,1,1,2,0,0,1,4,4,5,5,1,2,1,1,1,3,15,10,5,5,85,85,85,40,40,0,85,97,60,15,85,50,60,0,50,15,70,15,33,33,2,5,1,3,3,1,2,1,1,2,2,2,2,1,1,5,1,1,5,43,8,50,15,0,15,85,85,0,0,2,4,0,5,1,1,1,2,2,2,2,6,1,1,1,1,2,0,50,0,2,2,3,2,2,2,2,0,2,0,4,1,2,2,2,2,1,2,2,5,3,2,1,2,9,0,1,2,1,91,6,3,6,5,2,5,4,2,3,9,1,1,5,2,3,2,1,2,5,5,3,3,1,1,2,1,5,5,1,1,2,1,2,1,1,3,7,3907,"OH07",39,"OH",55,2,0,2,5,5,9,9,9,9,9,6,60,7,30,5,1,5,5,1,5,1,0,0,1,2,1,7,2,2,2,5,5,5,2,3,4,1,3,1,1,1,21,30,60,60,30,50,4,2,6,2,5,2,1,7,2,6,2,7,7,2,2,4,1,1,1,1,8,1,2,3,1,0,10,5,5,5,5,3,1,1,1,2,2,3,3,4,2,2,2,3,4,1,1,1,1,-7,3,6,4,1,1,1,2,1,7,1,7,1,4,2,3,3,1,3,5,1,2,5,1,2,2,2,2,1,1,2,3,3,1,-9,60,50,100,3,3,3,3,2,1,2,1,1,1,1
"55689",15,20160015,0.36,0.36,0.36,0,0.335,0.335,0.335,0,0,0,1,3,2,2,1,1,1,1,62,5,4,2,1,1,1,7,2,4,2,2,2,1,1,2,0,0,1,1,0,6,7,1,2,3,9,9,1,10,230,5,5,70,85,85,50,85,85,40,70,70,85,85,30,85,30,85,50,15,85,58,78,1,5,1,4,3,1,1,2,2,1,1,1,1,2,2,1,5,5,1,43,93,68,68,85,85,0,50,85,60,1,1,85,1,1,1,1,2,2,2,3,7,2,2,2,2,2,100,50,75,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,7,1,1,2,2,2,26,3,1,2,4,2,0,2,4,5,3,1,3,1,2,4,4,4,2,1,2,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,2,3,2003,"KS03",20,"KS",55,2,0,2,8,5,9,9,1,9,9,6,60,4,40,1,2,4,5,3,1,1,0,1,1,2,1,7,2,2,2,5,3,1,4,5,2,3,1,1,2,1,21,997,997,997,997,997,9,4,2,3,5,5,3,6,7,7,2,7,6,1,1,3,2,1,2,9,3,1,1,1,3,8,0,1,2,1,3,4,4,5,5,1,1,3,1,3,1,4,2,1,2,1,2,2,1,-9,3,7,4,2,2,4,1,2,4,3,10,2,4,2,1,3,1,1,4,2,4,5,2,1,1,1,1,1,1,2,-9,-9,1,-9,70,60,85,4,4,3,4,3,1,2,1,1,1,2
"55690",16,20160016,1.126,1.126,1.126,0,1.05,1.05,1.05,0,0,0,4,3,1,2,1,1,1,1,51,4,3,1,1,1,1,7,2,2,1,2,1,6,2,2,0,0,1,5,5,3,3,1,2,2,0,9,6,60,150,0,0,70,85,97,50,50,50,50,60,50,60,60,50,70,50,60,0,50,15,55,55,1,5,1,4,1,2,1,1,2,2,2,2,8,1,1,1,1,5,5,55,45,98,998,50,98,60,98,70,40,1,2,50,1,5,5,1,1,2,2,8,8,2,3,3,2,2,75,50,100,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2,1,1,0,0,2,2,2,49,9,0,1,9,2,8,7,2,7,4,1,8,6,2,2,2,3,5,5,5,5,5,3,1,1,1,4,5,3,5,9,1,1,1,1,1,8,2508,"MA08",25,"MA",12,1,2,2,8,8,1,3,9,9,9,1,46,22,50,4,1,2,5,3,5,0,2,9,0,1,1,7,2,2,2,5,0,3,2,5,5,1,1,1,1,2,81,996,996,996,996,996,9,1,1,1,2,1,8,1,7,7,7,7,8,1,3,5,2,1,2,10,5,1,1,2,2,0,5,5,3,5,5,4,4,3,1,1,2,2,3,2,2,2,2,1,1,2,3,3,1,-7,1,2,2,2,2,4,1,2,5,9,5,1,4,3,3,1,1,3,1,5,2,5,2,2,2,2,4,2,1,2,-9,-9,2,-9,50,60,85,3,4,4,1,3,-9,-9,1,1,1,2
"55691",17,20160017,0.868,0.868,0.868,0,0.808,0.808,0.808,0,0,0,1,2,2,1,2,1,1,1,46,4,3,1,5,3,3,3,1,4,3,2,4,1,1,2,0,0,2,5,5,6,7,5,1,1,7,9,6,10,400,5,5,85,70,70,60,70,85,30,70,85,70,70,15,85,40,85,70,15,70,43,78,1,5,1,4,3,1,1,1,1,1,1,1,1,1,2,1,5,5,1,43,93,64,84,85,97,0,30,85,85,1,1,85,1,1,1,1,2,2,2,3,7,1,3,2,2,3,100,100,50,1,2,3,1,1,1,1,1,0,1,0,5,1,2,2,2,2,2,2,6,4,2,1,5,1,1,2,1,1,21,2,1,3,3,2,0,3,4,5,4,2,5,1,3,4,3,2,2,1,2,1,2,3,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1101,"DC01",11,"DC",14,1,1,1,1,5,1,1,1,1,1,1,46,31,70,1,1,5,4,2,5,1,0,0,1,1,3,7,2,2,2,1,1,2,4,4,2,1,1,1,2,2,0,996,996,996,996,996,2,5,3,3,5,2,3,6,7,6,3,5,6,2,7,3,2,1,2,9,2,1,1,1,-8,9,0,3,2,1,3,3,4,4,5,1,1,2,1,2,1,3,1,1,2,1,1,3,1,-9,3,7,4,2,2,5,1,1,3,3,9,2,2,3,1,3,1,1,4,2,4,5,2,1,1,1,1,1,1,1,1,-9,1,1,60,60,60,3,4,3,2,3,1,2,1,1,1,1
"55692",18,20160018,0.258,0.258,0.258,0,0.242,0.242,0.242,0,0,0,3,2,2,2,1,1,1,1,70,6,4,1,1,1,1,7,2,4,4,2,3,5,3,2,0,0,4,5,5,6,6,1,1,3,4,4,1,50,998,0,0,97,70,70,70,85,85,97,85,70,30,97,70,70,60,97,15,85,97,50,30,7,1,3,4,2,1,1,1,1,2,1,1,2,1,1,5,1,1,5,69,22,45,55,40,50,97,40,40,40,2,4,40,1,1,1,1,1,2,2,2,6,1,2,1,1,2,0,50,25,2,2,3,2,2,2,2,2,0,4,0,1,2,2,2,1,1,1,1,2,2,2,1,1,9,5,2,2,2,55,6,3,5,5,1,0,6,4,2,4,2,5,5,3,2,2,1,3,5,5,3,3,3,1,1,1,3,3,2,3,2,3,3,1,3,3,1,3501,"NM01",35,"NM",12,1,2,2,1,5,4,2,1,2,2,1,13,8,97,5,1,2,3,1,1,1,0,0,2,1,3,7,2,2,2,5,0,4,2,2,4,1,1,1,3,2,81,996,996,996,996,996,1,5,2,2,6,2,2,4,6,5,3,5,6,1,7,2,1,1,1,5,8,1,2,3,2,6,9,3,3,3,3,2,2,3,2,2,2,2,3,2,2,2,2,3,5,1,1,1,2,-9,3,5,2,1,1,1,1,1,8,3,8,-9,3,1,3,1,3,3,5,2,3,5,3,2,2,2,2,2,1,2,-9,-9,2,-9,100,100,100,2,2,3,1,1,-9,-9,1,2,1,2
"55693",19,20160019,1.891,1.891,1.891,0,1.76,1.76,1.76,0,0,0,1,2,1,1,1,1,1,1,30,2,2,2,1,1,1,7,2,4,1,2,4,1,1,2,0,0,2,4,4,6,7,1,1,1,4,4,1,10,400,5,5,97,97,85,40,50,85,30,85,97,70,97,15,97,30,97,85,15,97,43,78,1,5,1,4,3,1,1,1,2,1,1,1,1,2,2,1,5,5,1,43,93,50,85,85,85,0,15,85,70,1,1,85,1,5,1,1,2,2,2,2,6,1,2,3,2,2,75,50,25,1,2,3,1,1,1,1,2,1,2,1,3,1,2,2,1,1,1,1,2,2,2,1,4,1,5,2,1,2,21,3,1,3,2,2,0,2,4,6,4,2,5,1,2,4,2,4,1,1,2,1,2,3,1,1,1,2,1,2,3,2,1,1,1,1,1,11,3611,"NY11",36,"NY",55,2,0,2,1,5,9,9,2,9,1,6,5,20,70,1,1,4,4,2,1,1,0,0,1,1,1,7,2,2,2,5,3,1,5,4,2,3,1,1,3,1,12,85,50,85,50,997,2,6,2,3,7,1,3,7,7,7,1,7,7,2,7,2,2,1,2,8,3,1,1,2,2,9,0,1,2,1,3,5,5,4,5,1,1,2,1,2,1,4,2,1,2,1,1,2,2,2,3,7,4,2,2,4,1,2,3,1,9,-9,2,2,1,3,1,1,5,3,4,4,2,1,1,1,1,1,1,1,-9,-9,1,-9,100,50,50,4,4,2,1,3,1,2,1,1,1,1
"55694",20,20160020,1.483,1.483,1.483,0,1.393,1.393,1.393,0,0,0,2,2,2,2,1,1,1,1,67,6,4,2,1,1,1,7,2,3,4,2,4,5,3,2,0,0,2,2,2,5,5,1,1,1,1,1,3,50,400,0,0,97,60,60,40,60,40,50,85,50,40,97,60,60,60,50,40,50,50,50,40,6,1,3,3,3,1,2,1,1,2,2,1,1,2,2,5,1,5,1,15,50,50,50,15,50,15,50,60,30,2,3,15,5,1,1,1,2,2,2,2,4,1,1,1,1,2,0,50,0,7,2,3,0,0,0,7,2,1,0,0,0,9,2,1,1,1,1,1,1,1,2,1,4,5,5,2,2,2,54,6,3,4,5,1,5,4,3,4,6,1,3,5,1,2,5,1,2,5,5,3,3,5,1,1,1,3,3,2,3,3,1,2,1,1,3,3,5303,"WA03",53,"WA",21,1,2,2,1,5,2,1,1,1,1,2,61,7,70,2,1,4,2,2,1,0,9,1,1,2,1,1,1,1,2,5,0,4,2,2,3,1,1,1,1,1,12,85,997,85,997,70,1,1,5,1,7,2,3,2,6,7,1,6,3,2,1,5,2,2,1,5,6,2,-9,2,2,4,4,5,5,5,2,5,5,5,5,2,2,2,2,2,2,3,1,1,2,1,1,2,1,-9,3,7,4,1,1,1,1,2,6,0,8,-9,2,2,3,1,3,3,3,2,2,3,1,1,2,2,2,1,1,2,-9,-9,1,-9,50,60,85,4,4,4,4,3,-9,-9,1,2,1,1
"55695",21,20160021,0.922,0.922,0.922,0,0.859,0.859,0.859,0,0,0,2,3,2,2,1,1,1,1,66,6,4,2,1,1,1,7,2,2,3,1,4,5,3,2,0,0,2,2,2,3,3,1,1,5,4,4,1,50,400,0,0,50,70,85,50,85,60,85,70,60,15,97,70,85,60,50,40,60,50,43,23,6,1,3,3,3,1,2,1,1,2,2,1,2,1,1,5,1,1,1,43,8,98,998,0,98,85,85,0,0,2,3,0,5,1,1,5,2,2,2,1,6,1,1,1,1,1,0,0,0,1,2,3,2,2,2,2,0,0,0,0,3,0,2,2,1,1,1,1,2,2,2,1,3,0,7,2,2,2,61,5,3,1,7,2,0,7,2,4,9,1,3,5,2,2,4,2,3,5,5,5,4,3,1,1,1,5,5,3,4,1,3,1,1,1,3,6,2206,"LA06",22,"LA",24,1,1,1,1,5,2,1,9,9,9,2,10,31,85,5,1,3,2,1,1,1,0,0,2,2,1,7,2,2,2,5,3,4,1,2,4,1,2,1,1,1,65,999,999,990,990,999,2,2,1,7,7,2,1,6,6,4,3,6,6,1,5,6,2,1,1,5,5,2,-9,3,2,0,7,5,5,5,5,3,3,3,3,2,2,3,-8,3,2,2,1,3,5,2,3,1,2,-9,1,2,4,2,1,2,2,2,7,5,5,-9,2,1,3,1,1,3,5,3,2,5,3,2,2,2,3,2,2,2,-9,-9,1,-9,40,60,85,4,5,2,3,2,-9,-9,1,1,1,2
"55696",22,20160022,0.573,0.573,0.573,0,0.538,0.538,0.538,0,0,0,2,3,2,2,2,2,1,1,32,2,2,2,1,1,1,7,2,3,4,2,1,1,1,2,0,0,4,5,5,5,5,1,2,2,1,1,4,10,998,1,1,90,40,95,40,75,70,60,97,50,40,50,80,50,60,97,15,10,40,60,30,6,1,3,3,3,1,1,1,1,2,2,1,2,1,1,5,1,1,5,50,10,55,55,10,60,90,50,20,60,2,4,10,1,1,1,5,2,2,2,2,6,1,2,2,2,3,100,100,25,2,2,3,2,2,2,2,2,2,4,4,5,2,2,2,1,1,2,1,3,2,2,1,0,9,5,2,2,2,44,3,1,6,5,1,0,7,4,4,3,2,5,1,3,5,2,4,1,5,5,3,3,3,1,1,1,4,5,3,5,1,3,1,1,1,3,5,405,"AZ05",4,"AZ",55,2,0,2,8,1,9,9,1,9,1,6,54,61,90,5,3,3,2,3,1,1,0,0,2,2,1,2,1,2,1,5,5,4,1,2,3,1,1,1,1,1,21,998,85,85,998,30,9,6,1,2,6,2,4,2,6,6,2,6,6,1,1,8,2,1,1,5,9,1,2,3,2,0,9,3,5,3,5,1,2,1,1,2,2,3,3,4,2,1,2,2,3,1,1,2,1,1,1,2,4,2,1,1,1,2,6,3,8,-9,3,3,3,3,1,1,5,3,3,5,2,1,1,2,3,2,1,2,-9,-9,2,-9,40,90,50,2,5,2,2,2,1,2,1,1,2,2
"55697",23,20160023,2.98,2.98,2.98,0,2.774,2.774,2.774,0,0,0,4,4,2,2,1,1,1,1,56,5,3,2,1,1,1,7,2,3,1,2,4,1,1,2,0,0,1,4,4,5,5,1,1,1,4,4,1,10,220,5,5,70,60,85,15,50,60,40,97,40,50,85,15,60,40,70,15,98,50,33,68,5,3,3,2,3,2,1,2,2,1,1,1,1,2,2,1,5,5,1,30,80,50,50,60,50,0,50,70,50,1,2,60,5,5,5,1,9,9,5,3,6,1,1,1,3,1,25,0,0,8,2,3,1,1,1,1,2,0,2,0,0,1,2,1,1,1,1,1,1,1,0,1,6,1,5,2,2,2,39,9,0,2,9,1,1,9,4,9,9,2,5,1,2,3,2,3,2,5,4,5,4,3,5,5,1,3,3,2,3,2,1,1,1,1,3,6,4206,"PA06",42,"PA",21,1,2,2,1,5,2,1,1,1,1,2,36,21,50,2,1,3,3,2,5,5,0,0,3,8,1,3,1,1,1,5,5,2,2,4,3,1,1,1,1,1,21,50,15,15,50,60,2,4,2,3,2,2,4,7,7,6,2,6,8,4,2,6,2,1,2,6,8,2,-9,2,2,7,0,2,2,2,4,5,5,5,5,1,1,3,2,2,1,3,-9,2,3,1,2,2,2,-7,3,6,4,2,1,2,1,3,5,-8,-8,2,3,2,3,3,1,3,2,4,2,3,2,1,2,2,4,1,1,2,-9,-9,1,-9,50,15,100,3,4,5,2,3,1,2,-9,-9,1,1
"55698",24,20160024,0.559,0.559,0.559,0,0.521,0.521,0.521,0,0,0,1,3,2,2,1,1,1,1,65,6,4,2,1,1,1,7,2,4,2,2,3,5,3,2,0,0,1,1,1,6,7,1,1,5,4,4,1,50,230,0,0,85,70,85,60,40,40,70,85,85,40,60,60,85,40,40,40,70,40,50,40,5,3,3,2,3,1,1,1,1,1,1,1,1,1,1,5,1,1,1,45,35,55,45,30,50,60,60,40,15,2,3,30,5,5,5,5,1,2,2,3,5,1,1,1,2,2,50,50,0,2,2,3,2,2,2,2,2,2,4,4,5,0,2,1,1,1,1,1,1,1,2,5,9,0,5,2,2,2,64,6,3,5,5,2,0,6,4,4,9,1,2,5,1,1,4,2,2,5,5,3,3,5,1,1,1,4,5,2,3,1,1,2,1,1,3,4,2004,"KS04",20,"KS",55,2,0,2,1,5,9,9,1,9,1,6,57,29,60,4,2,2,2,4,1,5,0,0,1,2,3,1,1,1,2,1,0,3,2,2,4,3,1,1,1,1,21,50,60,60,50,40,2,3,4,2,5,4,2,5,5,6,4,5,5,1,2,4,1,1,1,4,6,2,-9,3,1,2,6,3,3,3,5,3,3,3,2,2,2,2,3,3,1,3,1,2,3,1,1,1,1,-9,3,7,4,3,2,4,2,4,6,3,7,2,2,2,3,3,1,3,3,3,2,4,2,1,1,1,3,1,1,2,-9,-9,2,-9,60,70,85,3,4,3,3,2,-9,-9,1,1,1,2
"55699",25,20160025,1.103,1.103,1.103,0,1.029,1.029,1.029,0,0,0,9,3,2,2,2,2,1,1,61,5,4,1,6,4,3,7,2,2,3,1,3,1,1,2,0,0,4,5,5,2,2,1,2,1,1,1,3,10,998,5,5,97,97,97,85,50,15,97,85,97,15,97,40,97,60,50,0,97,50,28,38,5,2,3,2,3,1,1,1,1,2,2,1,1,1,1,5,1,1,1,30,20,49,2,0,0,60,97,15,15,2,4,0,5,1,1,1,2,2,2,1,4,1,1,1,1,3,0,100,0,2,2,3,2,2,2,2,2,2,4,4,5,2,2,2,1,1,1,1,2,2,1,1,4,9,5,2,2,2,90,6,3,6,5,1,0,7,2,1,6,1,2,5,2,2,3,1,2,5,5,5,4,3,1,1,5,3,3,2,3,1,2,1,1,1,3,4,2204,"LA04",22,"LA",99,9,9,9,8,5,9,9,1,9,9,9,23,11,60,5,1,5,1,1,5,1,0,0,2,2,1,7,2,2,2,5,1,2,2,2,4,1,2,2,2,1,65,999,999,990,990,999,9,1,1,1,7,1,1,7,7,7,3,1,5,2,4,2,1,2,1,3,7,1,7,3,2,0,7,4,5,4,5,3,3,3,3,2,2,3,3,3,2,2,1,3,5,2,3,3,1,-9,1,2,4,2,-8,-9,2,1,10,1,8,-9,2,2,3,1,3,3,5,3,2,3,2,2,2,2,2,1,1,2,-9,-9,2,-9,50,85,100,3,3,2,2,2,1,2,1,1,1,1
"55700",26,20160026,0.904,0.904,0.904,0,0.843,0.843,0.843,0,0,0,4,4,2,2,1,1,1,1,34,2,2,1,4,4,3,7,2,2,1,2,2,1,1,2,0,0,1,5,5,2,2,1,2,2,1,1,3,10,10,5,1,50,50,50,60,70,50,98,97,50,50,97,50,50,50,50,0,98,50,50,50,5,2,3,2,2,1,2,1,1,2,1,2,2,1,1,5,1,1,5,35,15,55,55,0,60,70,50,0,0,2,4,0,8,8,5,5,1,0,0,8,8,1,1,1,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,3,2,2,1,0,0,0,2,2,2,98,9,0,9,4,1,3,7,1,1,7,2,5,3,2,4,3,1,2,1,2,5,5,3,1,1,1,4,5,3,4,2,3,1,2,1,3,6,4206,"PA06",42,"PA",21,1,2,2,8,5,2,3,9,9,9,2,30,33,50,5,1,1,1,1,1,0,2,9,0,2,1,7,2,2,2,5,0,5,1,1,5,3,1,1,1,1,21,997,70,70,997,997,9,1,8,8,7,1,8,7,7,8,2,7,8,1,3,8,2,2,2,4,8,2,-9,2,3,0,10,5,5,5,5,1,4,1,4,2,2,3,3,4,2,1,2,3,5,1,1,2,3,-9,3,7,1,3,2,4,3,1,5,-8,-8,2,3,1,3,1,2,3,5,4,1,3,2,1,1,1,2,2,2,2,-9,-9,2,-9,0,60,60,2,4,4,4,2,1,2,1,2,2,2
"55701",27,20160027,0.231,0.231,0.231,0,0.215,0.215,0.215,0,0,0,4,9,2,2,2,2,2,2,68,6,4,0,1,1,1,7,2,4,3,1,3,1,1,2,0,0,2,2,2,6,6,5,2,3,3,3,3,10,400,5,1,85,85,85,60,50,70,40,85,85,50,70,60,85,40,85,0,60,60,55,45,4,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,38,55,35,15,40,40,70,40,30,2,4,15,5,1,1,5,2,9,5,8,5,2,2,2,2,3,100,100,75,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2,2,1,5,9,0,0,2,2,2,34,2,1,2,5,1,0,5,3,5,2,1,2,1,2,5,1,3,2,5,5,3,3,1,1,1,1,5,5,1,2,2,1,1,1,1,2,10,1210,"FL10",12,"FL",55,2,0,2,8,1,9,9,9,9,9,5,7,39,50,1,1,2,2,3,1,0,9,9,0,2,1,7,2,2,2,5,0,5,1,2,4,1,2,2,2,1,21,30,60,60,30,997,9,4,4,3,6,8,4,5,3,5,2,4,1,1,8,8,2,1,2,5,5,-8,-9,2,2,3,4,3,3,2,5,3,3,4,3,2,2,3,2,2,2,2,-9,1,2,1,2,3,1,1,1,1,4,2,1,1,1,1,-8,-8,-8,-9,2,3,3,3,1,3,4,2,4,4,2,2,2,2,4,1,1,2,-9,-9,2,-9,85,70,85,3,3,3,2,2,1,2,1,1,1,2
"55702",28,20160028,1.073,1.073,1.073,0,0.999,0.999,0.999,0,0,0,3,3,2,2,1,1,1,1,25,2,1,2,1,1,1,7,2,2,3,1,3,1,1,2,0,0,1,2,2,3,3,1,2,7,1,1,4,10,199,5,5,97,50,50,60,50,50,50,97,50,50,97,50,50,60,97,0,85,50,50,50,4,2,2,1,2,1,1,1,1,2,2,1,1,1,1,5,5,5,5,55,35,97,50,40,97,70,97,50,30,2,3,40,5,5,5,5,2,1,1,4,4,1,1,1,1,2,0,50,0,7,2,3,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2,1,4,0,0,2,2,2,49,4,2,3,5,1,3,9,2,4,5,1,3,3,2,4,4,2,1,5,5,5,4,3,1,1,1,4,5,1,1,1,1,1,1,1,3,5,4705,"TN05",47,"TN",55,2,0,2,8,1,9,9,9,9,9,5,59,11,40,5,1,5,5,1,1,0,9,0,0,8,8,7,2,2,2,5,0,4,4,2,4,3,1,1,1,2,82,996,996,996,996,996,9,4,4,5,2,6,4,4,4,3,6,3,4,2,1,2,1,1,2,4,6,1,2,2,3,4,6,3,4,3,3,1,2,1,3,2,2,2,2,2,2,4,2,2,3,1,1,2,1,1,3,6,4,2,1,1,1,2,5,4,6,1,4,1,3,1,1,3,4,3,4,4,2,2,2,2,4,2,1,2,-9,-9,2,-9,50,100,85,2,3,2,2,1,1,2,1,2,1,1
